"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Kailer Yamamoto","KAILER.YAMAMOTO","8479977","21-22","EDM","R","R",1998-09-29,22,2017,1,22,68,1145.75,18,10,6,34,98,132,158,15.65,18.37,13.64,11.86,30,29,28,89,134,13,20,0,0,7,2,4,-2
"Kale Clague","KALE.CLAGUE","8479348","21-22","L.A","D","L",1998-06-05,23,2016,2,51,11,196.15,0,4,1,5,6,8,18,0.34,0,0,4.25,9,5,1,0,17,1,0,0,0,-1,0,0,0
"Kale Clague","KALE.CLAGUE","8479348","21-22","MTL","D","L",1998-06-05,23,2016,2,51,23,368.68,1,0,1,2,19,22,36,1.06,5.26,4.55,4.82,12,29,5,10,29,7,1,0,0,-6,0,0,0
"Karson Kuhlman","KARSON.KUHLMAN","8480901","21-22","BOS","C","R",1995-09-26,25,2014,NA,NA,19,194.42,1,0,1,2,22,29,37,2.58,4.55,3.45,8.9,7,4,6,42,21,0,3,0,0,3,0,1,-1
"Karson Kuhlman","KARSON.KUHLMAN","8480901","21-22","SEA","C","R",1995-09-26,25,2014,NA,NA,11,127.58,0,0,1,1,17,24,32,1.93,0,0,8.04,6,1,2,18,13,1,0,0,0,-1,0,0,0
"Kasper Bjorkqvist","KASPER.BJORKQVIST","8479512","21-22","PIT","R","L",1997-07-10,24,2016,2,61,6,50.22,1,0,0,1,8,8,11,0.93,12.5,12.5,11.62,2,0,0,9,10,1,0,0,0,-1,0,0,0
"Kasperi Kapanen","KASPERI.KAPANEN","8477953","21-22","PIT","R","R",1996-07-23,25,2014,1,22,67,1011.4,11,12,7,30,114,159,211,10.59,9.65,6.92,6.66,18,24,38,92,80,6,7,0,0,1,5,7,-2
"Keegan Kolesar","KEEGAN.KOLESAR","8478434","21-22","VGK","R","R",1997-04-08,24,2015,3,69,68,877.93,6,11,4,21,81,102,124,11.04,7.41,5.88,10.82,42,32,29,209,139,13,10,8,9,-2,73,109,-36
"Keith Yandle","KEITH.YANDLE","8471735","21-22","PHI","D","L",1986-09-09,35,2005,4,105,67,960.83,1,3,11,15,96,136,216,3.93,1.04,0.74,2.89,35,33,11,25,15,5,3,0,0,-2,0,0,0
"Kevin Bahl","KEVIN.BAHL","8480860","21-22","N.J","D","L",2000-06-27,21,2018,2,55,6,77.95,0,0,0,0,5,8,11,0.14,0,0,1.75,4,1,2,8,4,2,0,0,0,-2,0,0,0
"Kevin Connauton","KEVIN.CONNAUTON","8475246","21-22","FLA","D","L",1990-02-23,31,2009,3,83,13,156.18,0,0,0,0,14,17,32,0.77,0,0,4.53,9,2,2,28,33,1,1,0,0,0,0,0,0
"Kevin Connauton","KEVIN.CONNAUTON","8475246","21-22","PHI","D","L",1990-02-23,31,2009,3,83,18,222.92,0,1,1,2,9,14,23,0.28,0,0,2,19,9,2,27,23,1,0,0,0,-1,0,0,0
"Kevin Fiala","KEVIN.FIALA","8477942","21-22","MIN","L","L",1996-07-22,25,2014,1,11,66,1146.73,23,19,19,61,212,286,350,20.77,10.85,8.04,7.26,17,37,22,41,73,16,22,0,0,6,3,10,-7
"Kevin Hayes","KEVIN.HAYES","8475763","21-22","PHI","C/R","L",1992-05-08,29,2010,1,24,33,561.85,7,9,5,21,69,91,119,5.28,10.14,7.69,5.8,10,15,16,27,15,3,5,0,0,2,177,232,-55
"Kevin Labanc","KEVIN.LABANC","8478099","21-22","S.J","R","R",1995-12-12,25,2014,6,171,21,279.12,3,2,1,6,36,47,62,2.63,8.33,6.38,5.6,9,6,6,28,21,3,3,0,0,0,0,1,-1
"Kevin Rooney","KEVIN.ROONEY","8479291","21-22","NYR","C","L",1993-05-21,28,2011,NA,NA,51,712.92,6,3,2,11,60,69,90,5.55,10,8.7,8.04,40,14,16,62,61,7,18,0,0,11,147,180,-33
"Kevin Shattenkirk","KEVIN.SHATTENKIRK","8474031","21-22","ANA","D","R",1989-01-29,32,2007,1,14,70,1476.93,8,9,14,31,144,189,260,6.61,5.56,4.23,3.5,109,53,31,58,86,16,5,0,0,-11,0,0,0
"Kiefer Sherwood","KIEFER.SHERWOOD","8480748","21-22","COL","L","R",1995-03-31,26,2013,NA,NA,11,94.23,1,0,1,2,9,10,14,0.94,11.11,10,9.4,4,1,4,12,10,0,2,0,0,2,1,0,1
"Kieffer Bellows","KIEFFER.BELLOWS","8479356","21-22","NYI","L","L",1998-06-10,23,2016,1,19,35,414.02,4,7,2,13,59,82,116,5.72,6.78,4.88,6.98,7,21,4,72,47,6,1,1,1,-5,0,1,-1
"Kirby Dach","KIRBY.DACH","8481523","21-22","CHI","C","R",2001-01-21,20,2019,1,3,65,1190.93,8,9,7,24,108,148,187,13.46,7.41,5.41,9.09,42,17,41,42,132,19,13,1,1,-6,174,360,-186
"Kirill Kaprizov","KIRILL.KAPRIZOV","8478864","21-22","MIN","L","L",1997-04-26,24,2015,5,135,65,1234.73,38,30,15,83,237,332,420,23.79,16.03,11.45,7.17,24,60,42,69,110,13,33,0,0,20,2,3,-1
"Klim Kostin","KLIM.KOSTIN","8480011","21-22","STL","C","L",1999-05-05,22,2017,1,31,40,360.72,4,2,3,9,31,44,60,2.67,12.9,9.09,6.07,9,16,9,90,18,9,11,1,1,2,2,2,0
"Kole Lind","KOLE.LIND","8479986","21-22","SEA","R","R",1998-10-16,22,2017,2,33,12,124.73,1,1,3,5,12,18,23,0.9,8.33,5.56,5,2,1,3,11,24,3,2,0,0,-1,3,5,-2
"Kris Letang","KRIS.LETANG","8471724","21-22","PIT","D","R",1987-04-24,34,2005,3,62,65,1670.48,7,30,22,59,176,225,339,8.66,3.98,3.11,3.85,110,67,49,144,114,20,9,1,1,-11,0,0,0
"Kris Russell","KRIS.RUSSELL","8471729","21-22","EDM","D","L",1987-05-02,34,2005,3,67,24,374.08,0,3,2,5,25,31,48,0.75,0,0,2.42,55,11,3,20,26,2,1,0,0,-1,0,0,0
"Kristian Reichel","KRISTIAN.REICHEL","8480443","21-22","WPG","C","R",1998-06-11,23,2016,NA,NA,13,135.25,1,0,1,2,18,23,30,1.62,5.56,4.35,7.04,10,1,7,14,16,1,1,1,1,0,1,0,1
"Kristian Vesalainen","KRISTIAN.VESALAINEN","8480005","21-22","WPG","L","L",1999-06-01,22,2017,1,24,53,459.53,2,0,1,3,43,49,64,3.2,4.65,4.08,6.53,14,8,5,72,33,3,5,0,0,2,0,1,-1
"Kurtis MacDermid","KURTIS.MACDERMID","8477073","21-22","COL","D","L",1994-03-25,27,2012,NA,NA,52,386.12,2,2,1,5,43,60,85,1.98,4.65,3.33,3.3,21,11,3,93,32,11,3,6,6,-8,0,0,0
"Kyle Burroughs","KYLE.BURROUGHS","8477335","21-22","VAN","D","R",1995-07-12,26,2013,7,196,36,463.12,1,1,2,4,33,41,71,1.06,3.03,2.44,2.59,47,6,6,97,72,9,6,3,3,-3,0,0,0
"Kyle Capobianco","KYLE.CAPOBIANCO","8478476","21-22","ARI","D","L",1997-08-13,24,2015,3,63,32,502.12,2,2,1,5,31,42,59,1.56,6.45,4.76,3.71,35,26,13,25,31,11,4,0,0,-7,0,0,0
"Kyle Clifford","KYLE.CLIFFORD","8475160","21-22","TOR","L","L",1991-01-13,30,2009,2,35,15,125.58,0,1,1,2,10,14,21,0.6,0,0,4.29,5,1,4,30,34,2,1,2,2,-1,1,4,-3
"Kyle Connor","KYLE.CONNOR","8478398","21-22","WPG","L","L",1996-12-09,24,2015,1,17,67,1464.55,41,23,18,82,283,347,431,31.23,14.49,11.82,9,17,44,52,30,53,2,5,0,0,3,1,4,-3
"Kyle Okposo","KYLE.OKPOSO","8473449","21-22","BUF","R","R",1988-04-16,33,2006,1,7,63,1065.77,17,7,16,40,154,208,263,11.81,11.04,8.17,5.68,15,31,21,51,64,17,9,1,1,-8,84,81,3
"Kyle Palmieri","KYLE.PALMIERI","8475151","21-22","NYI","C/R","R",1991-02-01,30,2009,1,26,54,835.9,12,6,6,24,117,160,204,15.04,10.26,7.5,9.4,16,14,12,63,56,18,15,1,1,-3,11,25,-14
"Kyle Turris","KYLE.TURRIS","8474068","21-22","EDM","C","R",1989-08-14,32,2007,1,3,23,198.3,1,0,3,4,21,29,43,1.53,4.76,3.45,5.28,6,5,9,13,24,2,2,0,0,0,28,22,6
"Lane Pederson","LANE.PEDERSON","8478967","21-22","S.J","C","R",1997-08-04,24,2015,NA,NA,28,295.15,0,1,1,2,23,32,39,1.89,0,0,5.91,10,6,6,53,40,5,3,0,0,-2,40,51,-11
"Lars Eller","LARS.ELLER","8474189","21-22","WSH","C","L",1989-05-08,32,2007,1,13,58,949.42,9,11,3,23,83,125,162,7.86,10.84,7.2,6.29,31,30,26,72,71,14,12,0,0,-2,412,417,-5
"Lassi Thomson","LASSI.THOMSON","8481575","21-22","OTT","D","R",2000-09-24,20,2019,1,19,16,275.88,0,2,3,5,18,21,39,0.64,0,0,3.05,9,7,5,23,23,1,3,0,0,2,0,0,0
"Laurent Dauphin","LAURENT.DAUPHIN","8477460","21-22","MTL","C","L",1995-03-27,26,2013,2,39,34,462.97,4,4,4,12,44,60,75,5.02,9.09,6.67,8.37,24,11,14,28,75,10,7,1,1,-3,100,138,-38
"Lawson Crouse","LAWSON.CROUSE","8478474","21-22","ARI","L","L",1997-06-23,24,2015,1,11,65,1133.53,20,9,5,34,131,183,224,15.58,15.27,10.93,8.51,36,23,29,181,92,16,11,4,4,-5,16,32,-16
"Leon Draisaitl","LEON.DRAISAITL","8477934","21-22","EDM","C","L",1995-10-27,25,2014,1,3,69,1568.8,49,29,21,99,240,337,425,34.39,20.42,14.54,10.2,23,80,61,43,122,20,24,0,0,4,771,669,102
"Liam O'Brien","LIAM.O'BRIEN","8477070","21-22","ARI","C","L",1994-07-29,27,2012,NA,NA,37,348.65,2,1,0,3,33,48,64,3.41,6.06,4.17,7.1,10,7,4,131,50,13,10,10,10,-3,5,5,0
"Lias Andersson","LIAS.ANDERSSON","8480072","21-22","L.A","C","L",1998-10-13,22,2017,1,7,17,187.53,0,1,0,1,22,25,29,2,0,0,8,2,5,2,21,22,6,6,0,0,0,15,18,-3
"Libor Hajek","LIBOR.HAJEK","8479333","21-22","NYR","D","L",1998-02-04,23,2016,2,37,16,202.25,0,0,1,1,12,15,22,0.25,0,0,1.67,24,4,2,7,26,4,2,0,0,-2,0,0,0
"Logan Brown","LOGAN.BROWN","8479366","21-22","STL","C","L",1998-03-05,23,2016,1,11,27,275.67,3,2,2,7,24,35,41,3.87,12.5,8.57,11.06,11,7,5,17,36,2,2,0,0,0,27,48,-21
"Logan Couture","LOGAN.COUTURE","8474053","21-22","S.J","C","L",1989-03-28,32,2007,1,9,62,1174.63,21,17,9,47,164,214,254,19.09,12.8,9.81,8.92,45,29,51,80,55,9,14,0,0,5,504,524,-20
"Logan O'Connor","LOGAN.O'CONNOR","8481186","21-22","COL","R","R",1996-08-14,25,2014,NA,NA,68,980.15,6,10,4,20,115,137,176,10.66,5.22,4.38,7.78,52,15,32,81,112,12,19,1,1,7,5,15,-10
"Logan Shaw","LOGAN.SHAW","8476400","21-22","OTT","R","R",1992-10-05,28,2011,3,76,17,159.43,1,1,1,3,17,20,22,1.23,5.88,5,6.15,5,3,11,11,12,1,1,0,0,0,58,57,1
"Logan Stanley","LOGAN.STANLEY","8479378","21-22","WPG","D","L",1998-05-26,23,2016,1,18,53,826.07,1,5,7,13,78,122,169,2.87,1.28,0.82,2.35,87,55,12,117,88,11,6,4,4,-5,0,0,0
"Loui Eriksson","LOUI.ERIKSSON","8470626","21-22","ARI","L","L",1985-07-17,36,2003,2,33,59,741.9,2,8,7,17,65,81,95,5.47,3.08,2.47,6.75,14,18,15,11,50,3,3,0,0,0,14,9,5
"Lucas Carlsson","LUCAS.CARLSSON","8479523","21-22","FLA","D","L",1997-07-05,24,2016,4,110,35,434.68,3,3,3,9,37,49,73,1.62,8.11,6.12,3.31,25,10,5,35,47,5,0,0,0,-5,0,0,0
"Lucas Raymond","LUCAS.RAYMOND","8482078","21-22","DET","L","R",2002-03-28,19,2020,1,4,68,1243.45,22,14,16,52,157,193,253,18.18,14.01,11.4,9.42,20,32,18,51,88,8,17,0,0,9,11,13,-2
"Lukas Reichel","LUKAS.REICHEL","8482117","21-22","CHI","L","L",2002-05-17,19,2020,1,17,5,70.88,0,0,0,0,8,10,11,0.81,0,0,8.1,1,3,2,0,6,0,0,0,0,0,14,27,-13
"Lukas Vejdemo","LUKAS.VEJDEMO","8478838","21-22","MTL","C","L",1996-01-25,25,2015,3,87,6,63.82,1,0,0,1,10,11,11,1.05,10,9.09,9.55,4,3,4,7,9,0,0,0,0,0,12,19,-7
"Luke Glendening","LUKE.GLENDENING","8476822","21-22","DAL","C","R",1989-04-28,32,2007,NA,NA,66,926.28,8,3,2,13,89,126,147,11.56,8.99,6.35,9.17,44,12,13,148,87,4,11,1,1,7,341,237,104
"Luke Kunin","LUKE.KUNIN","8479316","21-22","NSH","C","R",1997-12-04,23,2016,1,15,68,976.35,12,6,2,20,109,152,181,12.29,11.01,7.89,8.09,47,16,16,202,82,13,9,5,5,-4,33,50,-17
"Luke Schenn","LUKE.SCHENN","8474568","21-22","VAN","D","R",1989-11-02,31,2008,1,5,53,905.45,3,7,4,14,65,82,133,2.06,4.62,3.66,2.51,78,35,5,222,86,12,2,5,5,-10,0,0,0
"Mackenzie Entwistle","MACKENZIE.ENTWISTLE","8480025","21-22","CHI","R","R",1999-07-14,22,2017,3,69,49,508.73,5,4,2,11,31,41,49,4.91,16.13,12.2,11.98,20,10,8,117,63,2,11,1,1,9,18,24,-6
"Mackenzie MacEachern","MACKENZIE.MACEACHERN","8476907","21-22","STL","L","L",1994-03-09,27,2012,3,67,10,80.32,0,2,0,2,11,12,15,1.21,0,0,10.08,0,1,4,13,11,2,0,0,0,-2,0,0,0
"MacKenzie Weegar","MACKENZIE.WEEGAR","8477346","21-22","FLA","D","R",1994-01-07,27,2013,7,206,67,1581.18,6,15,14,35,168,227,325,8.15,3.57,2.64,3.59,138,77,68,161,122,20,8,1,1,-12,0,0,0
"Marc-Edouard Vlasic","MARC-EDOUARD.VLASIC","8471709","21-22","S.J","D","L",1987-03-30,34,2005,2,35,60,917,3,5,6,14,50,80,117,1.75,6,3.75,2.19,68,26,13,33,66,7,5,0,0,-2,0,0,0
"Marc Staal","MARC.STAAL","8471686","21-22","DET","D","L",1987-01-13,34,2005,1,12,59,1004.13,3,5,6,14,64,89,121,2.91,4.69,3.37,3.27,64,23,10,70,46,12,10,0,0,-2,0,0,0
"Marco Scandella","MARCO.SCANDELLA","8474618","21-22","STL","D","L",1990-02-23,31,2008,2,55,56,993.72,2,5,5,12,62,84,114,3.2,3.23,2.38,3.81,60,36,11,82,66,8,1,0,0,-7,0,0,0
"Marcus Foligno","MARCUS.FOLIGNO","8475220","21-22","MIN","L","L",1991-08-10,30,2009,4,104,62,1030.68,19,12,3,34,84,114,141,12.32,22.62,16.67,10.81,37,23,27,203,79,20,11,9,9,-9,10,8,2
"Marcus Johansson","MARCUS.JOHANSSON","8475149","21-22","SEA","L","L",1990-10-06,30,2009,1,24,51,845.65,6,12,5,23,81,103,136,9.08,7.41,5.83,8.82,18,18,24,17,54,2,10,0,0,8,31,49,-18
"Marcus Johansson","MARCUS.JOHANSSON","8475149","21-22","WSH","L","L",1990-10-06,30,2009,1,24,4,65.65,0,0,0,0,4,8,8,0.64,0,0,8,3,1,1,5,6,0,0,0,0,0,1,1,0
"Marcus Pettersson","MARCUS.PETTERSSON","8477969","21-22","PIT","D","L",1996-05-08,25,2014,2,38,62,975.13,1,9,5,15,59,103,148,2.35,1.69,0.97,2.28,63,10,16,111,162,16,11,0,0,-5,0,0,0
"Marian Studenic","MARIAN.STUDENIC","8480226","21-22","DAL","L/R","L",1998-10-28,22,2017,5,143,7,75.78,0,0,1,1,5,9,14,0.78,0,0,8.67,4,2,1,5,11,1,2,0,0,1,0,0,0
"Marian Studenic","MARIAN.STUDENIC","8480226","21-22","N.J","L/R","L",1998-10-28,22,2017,5,143,17,200.52,1,0,0,1,24,33,37,2.83,4.17,3.03,8.58,10,4,9,12,23,0,4,0,0,4,1,3,-2
"Mario Ferraro","MARIO.FERRARO","8479983","21-22","S.J","D","L",1998-09-17,22,2017,2,49,48,1118.47,2,3,6,11,37,58,86,1.84,5.41,3.45,3.17,127,28,23,101,112,5,7,0,0,2,0,0,0
"Mark Borowiecki","MARK.BOROWIECKI","8474697","21-22","NSH","D","L",1989-07-12,32,2008,5,139,44,572.92,0,1,1,2,28,44,65,0.89,0,0,2.02,59,9,3,146,51,12,12,10,8,-2,0,0,0
"Mark Friedman","MARK.FRIEDMAN","8478017","21-22","PIT","D","R",1995-12-25,25,2014,3,86,22,293.58,1,1,3,5,21,34,39,1.53,4.76,2.94,4.5,19,3,3,23,54,6,11,1,1,5,0,0,0
"Mark Giordano","MARK.GIORDANO","8470966","21-22","SEA","D","L",1983-10-03,37,2002,NA,NA,55,1181.93,6,8,9,23,123,184,286,5.36,4.88,3.26,2.91,98,32,15,46,102,16,5,1,1,-11,1,0,1
"Mark Giordano","MARK.GIORDANO","8470966","21-22","TOR","D","L",1983-10-03,37,2002,NA,NA,5,100.95,1,0,1,2,4,6,16,0.1,25,16.67,1.67,15,3,3,9,14,0,1,0,0,1,0,0,0
"Mark Jankowski","MARK.JANKOWSKI","8476873","21-22","BUF","C","L",1994-09-13,27,2012,1,21,19,259.25,2,1,2,5,14,22,29,1.57,14.29,9.09,7.14,8,10,4,5,12,2,5,0,0,3,86,93,-7
"Mark Kastelic","MARK.KASTELIC","8480355","21-22","OTT","C","R",1999-03-11,22,2019,5,125,9,80.4,0,0,1,1,1,5,7,0.14,0,0,2.8,6,4,3,34,12,1,0,0,0,-1,42,23,19
"Mark Pysyk","MARK.PYSYK","8475796","21-22","BUF","D","R",1992-01-11,29,2010,1,23,64,1151.63,2,3,6,11,61,94,120,3.26,3.28,2.13,3.47,83,20,20,41,56,8,3,0,0,-5,0,0,0
"Mark Scheifele","MARK.SCHEIFELE","8476460","21-22","WPG","C","R",1993-03-15,28,2011,1,7,63,1343.2,26,21,17,64,148,199,246,18.39,17.57,13.07,9.24,47,59,44,35,108,9,20,1,2,12,400,399,1
"Mark Stone","MARK.STONE","8475913","21-22","VGK","R","R",1992-05-13,29,2010,6,178,28,508.1,8,14,6,28,53,71,87,7.92,15.09,11.27,11.15,19,23,44,14,21,4,7,0,0,3,13,14,-1
"Markus Niemelainen","MARKUS.NIEMELAINEN","8479338","21-22","EDM","D","L",1998-06-08,23,2016,3,63,20,263.88,0,0,1,1,12,15,26,0.24,0,0,1.6,19,10,4,82,40,2,3,0,0,1,0,0,0
"Martin Fehervary","MARTIN.FEHERVARY","8480796","21-22","WSH","D","L",1999-10-06,21,2018,2,46,65,1277.13,5,5,2,12,77,103,143,2.9,6.49,4.85,2.82,102,31,12,193,161,11,8,0,0,-3,0,0,0
"Martin Frk","MARTIN.FRK","8476924","21-22","L.A","R","R",1993-10-05,27,2012,2,49,6,84.18,2,0,0,2,15,22,28,1.69,13.33,9.09,7.68,0,5,0,11,6,1,1,0,0,0,0,0,0
"Martin Kaut","MARTIN.KAUT","8480822","21-22","COL","R","R",1999-10-02,21,2018,1,16,6,52.85,0,0,0,0,1,2,4,0.18,0,0,9,3,0,1,6,4,0,0,0,0,0,0,0,0
"Martin Necas","MARTIN.NECAS","8480039","21-22","CAR","C","R",1999-01-15,22,2017,1,12,64,1038.43,13,16,6,35,123,179,228,12.41,10.57,7.26,6.93,17,59,25,50,93,12,15,0,0,3,30,39,-9
"Mason Appleton","MASON.APPLETON","8478891","21-22","SEA","C","R",1996-01-15,25,2015,6,168,49,700.88,6,8,3,17,68,94,119,7.26,8.82,6.38,7.72,12,7,8,39,68,7,8,0,0,1,8,12,-4
"Mason Appleton","MASON.APPLETON","8478891","21-22","WPG","C","R",1996-01-15,25,2015,6,168,6,91.38,1,0,0,1,8,12,15,0.76,12.5,8.33,6.33,3,3,1,10,16,1,1,0,0,0,0,0,0
"Mason Geertsen","MASON.GEERTSEN","8477419","21-22","N.J","D","L",1995-04-19,26,2013,4,93,24,165.23,0,0,0,0,10,15,18,0.71,0,0,4.73,7,3,4,56,15,6,7,5,5,1,0,0,0
"Mason Marchment","MASON.MARCHMENT","8478975","21-22","FLA","L","L",1995-06-18,26,2013,NA,NA,42,583.95,15,11,12,38,97,131,166,13.8,15.46,11.45,10.53,7,10,21,90,96,15,19,1,1,4,7,27,-20
"Mason McTavish","MASON.MCTAVISH","8482745","21-22","ANA","C","L",2003-01-30,18,2021,1,3,9,117.72,2,0,1,3,12,15,16,1.65,16.67,13.33,11,6,0,2,8,7,1,3,0,0,2,0,3,-3
"Mathew Barzal","MATHEW.BARZAL","8478445","21-22","NYI","C","R",1997-05-26,24,2015,1,16,58,1043.82,14,16,18,48,134,173,212,15.75,10.45,8.09,9.1,13,66,33,30,50,7,18,0,0,11,189,223,-34
"Mathieu Joseph","MATHIEU.JOSEPH","8478472","21-22","OTT","R","L",1997-02-09,24,2015,4,120,5,76.43,3,2,0,5,11,14,17,1.72,27.27,21.43,12.29,3,3,4,13,16,2,1,0,0,-1,1,1,0
"Mathieu Joseph","MATHIEU.JOSEPH","8478472","21-22","T.B","R","L",1997-02-09,24,2015,4,120,58,794.4,8,5,5,18,67,96,113,7.79,11.94,8.33,8.11,20,15,36,85,100,9,15,1,1,6,18,26,-8
"Mathieu Olivier","MATHIEU.OLIVIER","8479671","21-22","NSH","R","R",1997-02-11,24,2015,NA,NA,8,85.82,0,1,0,1,3,5,8,0.43,0,0,8.6,4,2,3,17,6,1,0,2,2,-1,0,1,-1
"Mathieu Perreault","MATHIEU.PERREAULT","8473618","21-22","MTL","C","L",1988-01-05,33,2006,6,177,20,228.67,3,1,2,6,21,26,36,3.21,14.29,11.54,12.35,8,6,6,22,10,2,6,0,0,4,33,34,-1
"Matias MacCelli","MATIAS.MACCELLI","8481711","21-22","ARI","L","L",2000-10-14,20,2019,4,98,15,205.77,1,1,3,5,11,14,22,1.19,9.09,7.14,8.5,5,14,6,6,14,2,0,0,0,-2,1,0,1
"Mats Zuccarello","MATS.ZUCCARELLO","8475692","21-22","MIN","C/R","L",1987-09-01,34,2005,NA,NA,58,1082.98,19,33,15,67,128,165,212,11.3,14.84,11.52,6.85,28,36,37,30,38,10,16,0,0,6,19,28,-9
"Matt Benning","MATT.BENNING","8476988","21-22","NSH","D","R",1994-05-25,27,2012,6,175,56,927.12,0,7,4,11,55,67,99,1.47,0,0,2.19,58,27,7,73,92,15,10,1,1,-5,0,0,0
"Matt Boldy","MATT.BOLDY","8481557","21-22","MIN","L","L",2001-04-05,20,2019,1,12,35,548.32,12,10,5,27,79,106,146,6.73,15.19,11.32,6.35,18,17,21,21,53,4,4,0,0,0,8,13,-5
"Matt Duchene","MATT.DUCHENE","8475168","21-22","NSH","C","L",1991-01-16,30,2009,1,3,64,1206.88,35,19,16,70,179,244,297,24.2,19.55,14.34,9.92,24,63,21,21,64,11,13,0,0,2,103,84,19
"Matt Dumba","MATT.DUMBA","8476856","21-22","MIN","D","R",1994-07-25,27,2012,1,7,53,1245.37,7,12,7,26,115,150,244,7.62,6.09,4.67,5.08,80,26,14,109,59,19,10,1,1,-9,0,0,0
"Matt Grzelcyk","MATT.GRZELCYK","8476891","21-22","BOS","D","L",1994-01-05,27,2012,3,85,60,1130.77,4,7,11,22,96,127,180,3.35,4.17,3.15,2.64,72,31,19,35,59,10,4,0,0,-6,0,0,0
"Matt Irwin","MATT.IRWIN","8475625","21-22","WSH","D","L",1987-11-29,33,2006,NA,NA,15,183.45,0,0,2,2,25,29,40,0.62,0,0,2.14,21,7,2,33,24,2,2,0,0,0,0,0,0
"Matt Kiersted","MATT.KIERSTED","8482641","21-22","FLA","D","L",1998-04-14,23,2016,NA,NA,8,104.25,1,1,0,2,7,9,13,0.31,14.29,11.11,3.44,16,3,3,6,16,0,1,0,0,1,0,0,0
"Matt Luff","MATT.LUFF","8479644","21-22","NSH","R","R",1997-05-05,24,2015,NA,NA,16,147.27,3,3,0,6,17,21,25,2.02,17.65,14.29,9.62,1,2,2,23,12,1,2,0,0,1,2,0,2
"Matt Martin","MATT.MARTIN","8474709","21-22","NYI","L","L",1989-05-08,32,2008,5,148,56,642.37,3,1,1,5,53,68,85,5.66,5.66,4.41,8.32,23,12,7,194,47,11,8,5,5,-3,7,7,0
"Matt Nieto","MATT.NIETO","8476442","21-22","S.J","L","L",1992-11-05,28,2011,2,47,55,777.47,5,7,0,12,56,74,87,5.05,8.93,6.76,6.82,39,12,18,78,82,4,14,1,1,10,2,11,-9
"Matt Roy","MATT.ROY","8478911","21-22","L.A","D","R",1995-03-01,26,2015,7,194,58,1212.52,1,14,2,17,140,184,250,5.29,0.71,0.54,2.88,87,43,5,104,115,11,4,0,0,-7,0,0,0
"Matt Tennyson","MATT.TENNYSON","8476807","21-22","NSH","D","R",1990-04-23,31,2008,NA,NA,8,103.28,0,2,1,3,5,8,11,0.17,0,0,2.12,4,7,1,12,14,2,0,0,0,-2,0,0,0
"Matthew Highmore","MATTHEW.HIGHMORE","8478146","21-22","VAN","C","L",1996-02-27,25,2014,NA,NA,39,491.72,4,2,4,10,48,62,74,4.64,8.33,6.45,7.48,35,6,13,38,61,6,7,0,0,1,1,2,-1
"Matthew Tkachuk","MATTHEW.TKACHUK","8479314","21-22","CGY","L","L",1997-12-11,23,2016,1,6,67,1190.13,32,32,19,83,214,317,382,30.61,14.95,10.09,9.66,14,73,30,74,48,27,28,0,0,1,19,18,1
"Mattias Ekholm","MATTIAS.EKHOLM","8475218","21-22","NSH","D","L",1990-05-24,31,2009,4,102,63,1478.82,5,9,9,23,117,177,252,8.4,4.27,2.82,4.75,77,47,24,54,80,18,10,0,1,-7,0,0,0
"Mattias Janmark","MATTIAS.JANMARK","8477406","21-22","VGK","C","L",1992-12-08,28,2013,3,79,55,788.88,9,6,5,20,71,97,116,10.21,12.68,9.28,10.53,23,16,29,17,68,8,9,1,1,1,10,16,-6
"Mattias Norlinder","MATTIAS.NORLINDER","8481555","21-22","MTL","D","L",2000-04-12,21,2019,3,64,6,73.75,0,0,1,1,2,2,3,0.07,0,0,3.5,3,0,0,4,6,1,0,0,0,-1,0,0,0
"Mattias Samuelsson","MATTIAS.SAMUELSSON","8480807","21-22","BUF","D","L",2000-03-14,21,2018,2,32,30,581.62,0,4,2,6,29,35,54,1.51,0,0,4.31,48,20,4,66,54,5,7,0,0,2,0,0,0
"Max Comtois","MAX.COMTOIS","8480031","21-22","ANA","L","L",1999-01-08,22,2017,2,50,43,631.43,3,5,4,12,62,96,113,7.61,4.84,3.12,7.93,14,33,8,91,56,16,13,2,2,-3,22,21,1
"Max Domi","MAX.DOMI","8477503","21-22","CAR","C","L",1995-03-02,26,2013,1,12,5,56.87,0,1,2,3,3,5,8,0.42,0,0,8.4,0,1,3,5,7,1,0,0,0,-1,1,1,0
"Max Domi","MAX.DOMI","8477503","21-22","CBJ","C","L",1995-03-02,26,2013,1,12,53,711.37,9,15,8,32,77,108,160,8.28,11.69,8.33,7.67,7,26,28,15,24,16,12,1,1,-4,11,12,-1
"Max McCormick","MAX.MCCORMICK","8476323","21-22","SEA","L","L",1992-05-01,29,2011,6,171,10,81,0,0,0,0,8,13,15,0.6,0,0,4.62,3,1,2,11,9,5,1,0,0,-4,2,2,0
